Rank,Player,Real time,In-game time,Version,Difficulty,F3,Mods,Date,Unnamed: 9,Unnamed: 10,Unnamed: 11,userlink
527th,Zochs,26m 47s 042ms,26m 34s 075ms,26m 34s 075ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Zochs
528th,HayesLive,26m 34s 095ms,26m 34s 095ms,26m 34s 095ms (in-game time),1.16.1,Easy,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/HayesLive
529th,renz4short,27m 16s 050ms,26m 34s 700ms,26m 34s 700ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/renz4short
530th,Makattak1,27m 00s,26m 36s,26m 36s (in-game time),1.16.1,Normal,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/Makattak1
531st,TheMonst3RPG,26m 45s 099ms,26m 37s 055ms,26m 37s 055ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/TheMonst3RPG
532nd,Lordieee,26m 37s 120ms,26m 37s 600ms,26m 37s 600ms (in-game time),1.16.1,Normal,No F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Lordieee
533rd,Galog,26m 48s 890ms,26m 37s 850ms,26m 37s 850ms (in-game time),1.16.1,Normal,F3,CaffeineMC,3 weeks ago,,,https://www.speedrun.com/user/Galog
534th,IcyFlamingo,26m 46s 600ms,26m 39s 350ms,26m 39s 350ms (in-game time),1.16.1,Easy,F3,CaffeineMC,4 months ago,,,https://www.speedrun.com/user/IcyFlamingo
535th,ar4bidplatypus,26m 54s 751ms,26m 39s 450ms,26m 39s 450ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/ar4bidplatypus
536th,Dejman_,27m 04s 560ms,26m 40s 250ms,26m 40s 250ms (in-game time),1.16.1,Normal,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/Dejman_
537th,Shafin,29m 38s,26m 40s 350ms,26m 40s 350ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Shafin
538th,rhubarbs,26m 47s 040ms,26m 40s 400ms,26m 40s 400ms (in-game time),1.16.1,Normal,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/rhubarbs
539th,jimmy50908,26m 59s 330ms,26m 40s 450ms,26m 40s 450ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/jimmy50908
540th,ThatGuyNG,26m 40s 037ms,26m 41s 800ms,26m 41s 800ms (in-game time),1.16.1,Normal,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/ThatGuyNG
541st,GoodGuyEz,27m 07s 830ms,26m 43s 100ms,26m 43s 100ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/GoodGuyEz
542nd,squeggtv,26m 52s 032ms,26m 44s 044ms,26m 44s 044ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/squeggtv
543rd,Tfue,27m 01s 390ms,26m 46s,26m 46s (in-game time),1.16.1,Easy,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/Tfue
544th,Asquared11,26m 46s 290ms,26m 46s 290ms,26m 46s 290ms (in-game time),1.16.1,Normal,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/Asquared11
545th,sneegsnag,26m 46s 750ms,26m 46s 750ms,26m 46s 750ms (in-game time),1.16.1,Normal,F3,Vanilla,7 months ago,,,https://www.speedrun.com/user/sneegsnag
546th,JanLive,27m 41s 270ms,26m 47s 010ms,26m 47s 010ms (in-game time),1.16.1,Normal,F3,CaffeineMC,3 weeks ago,,,https://www.speedrun.com/user/JanLive
547th,Smamson,26m 54s,26m 48s 095ms,26m 48s 095ms (in-game time),1.16.1,Easy,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/Smamson
548th,Dannyin2D,26m 59s 420ms,26m 48s 400ms,26m 48s 400ms (in-game time),1.16.1,Normal,F3,Vanilla,3 months ago,,,https://www.speedrun.com/user/Dannyin2D
549th,UrghBla,26m 50s 530ms,26m 50s 200ms,26m 50s 200ms (in-game time),1.16.1,Easy,No F3,Vanilla,5 months ago,,,https://www.speedrun.com/user/UrghBla
550th,Kr1ss007,26m 56s 600ms,26m 52s 250ms,26m 52s 250ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Kr1ss007
551st,ethvalion,27m 24s 047ms,26m 55s 095ms,26m 55s 095ms (in-game time),1.16.1,Easy,F3,CaffeineMC,6 days ago,,,https://www.speedrun.com/user/ethvalion
552nd,markus002,27m 02s 350ms,26m 57s,26m 57s (in-game time),1.16.1,Normal,F3,CaffeineMC,1 week ago,,,https://www.speedrun.com/user/markus002
553rd,OutrageousJosh,27m 09s 820ms,26m 58s 450ms,26m 58s 450ms (in-game time),1.16.1,Easy,F3,Vanilla,3 weeks ago,,,https://www.speedrun.com/user/OutrageousJosh
554th,yookedude,26m 59s,26m 59s 018ms,26m 59s 018ms (in-game time),1.16.1,Easy,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/yookedude
555th,Snakezy,27m 11s 740ms,27m 00s 900ms,27m 00s 900ms (in-game time),1.16.1,Normal,F3,Vanilla,2 weeks ago,,,https://www.speedrun.com/user/Snakezy
556th,SlowPelican,27m 06s 044ms,27m 06s 030ms,27m 06s 030ms (in-game time),1.16.1,Normal,F3,CaffeineMC,3 weeks ago,,,https://www.speedrun.com/user/SlowPelican
557th,XKon23,27m 40s 250ms,27m 07s 090ms,27m 07s 090ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/XKon23
558th,temp_gd,27m 08s 600ms,27m 08s 650ms,27m 08s 650ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/temp_gd
559th,pogchampier,30m 12s 583ms,27m 08s 850ms,27m 08s 850ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/pogchampier
560th,Kahrii_,27m 09s 066ms,27m 09s 066ms,27m 09s 066ms (in-game time),1.16.1,Normal,F3,Vanilla,5 months ago,,,https://www.speedrun.com/user/Kahrii_
561st,BENCHify,27m 19s 030ms,27m 12s 055ms,27m 12s 055ms (in-game time),1.16.1,Normal,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/BENCHify
562nd,Orangenox,27m 47s 820ms,27m 13s 300ms,27m 13s 300ms (in-game time),1.16.1,Easy,F3,CaffeineMC,5 months ago,,,https://www.speedrun.com/user/Orangenox
563rd,usa,27m 13s 950ms,27m 13s 950ms,27m 13s 950ms (in-game time),1.16.1,Normal,F3,CaffeineMC,5 months ago,,,https://www.speedrun.com/user/usa
564th,HellstormBishop,27m 36s 250ms,27m 14s 350ms,27m 14s 350ms (in-game time),1.16.1,Hardcore,F3,CaffeineMC,4 months ago,,,https://www.speedrun.com/user/HellstormBishop
565th,Syelent,27m 50s 440ms,27m 16s 250ms,27m 16s 250ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 week ago,,,https://www.speedrun.com/user/Syelent
566th,bacik30,27m 48s 080ms,27m 16s 600ms,27m 16s 600ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/bacik30
567th,Hashten,27m 38s 049ms,27m 17s 031ms,27m 17s 031ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Hashten
568th,koinflips,27m 40s 023ms,27m 18s 030ms,27m 18s 030ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/koinflips
569th,kushbruder,27m 33s,27m 18s 600ms,27m 18s 600ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/kushbruder
570th,eman826,27m 22s 360ms,27m 19s 950ms,27m 19s 950ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/eman826
571st,qwertyupoilp,28m 02s 330ms,27m 20s 100ms,27m 20s 100ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/qwertyupoilp
572nd,RowdyCat,27m 55s 290ms,27m 21s 450ms,27m 21s 450ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/RowdyCat
573rd,Robert1,27m 21s 700ms,27m 21s 700ms,27m 21s 700ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 week ago,,,https://www.speedrun.com/user/Robert1
574th,Jaycee7C,27m 36s 560ms,27m 21s 900ms,27m 21s 900ms (in-game time),1.16.1,Normal,F3,CaffeineMC,5 months ago,,,https://www.speedrun.com/user/Jaycee7C
575th,Pontuz,27m 23s 004ms,27m 23s 045ms,27m 23s 045ms (in-game time),1.16.1,Normal,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/Pontuz
576th,Kozabyte,27m 24s 074ms,27m 23s 070ms,27m 23s 070ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 week ago,,,https://www.speedrun.com/user/Kozabyte
577th,yamini981,27m 43s 720ms,27m 23s 900ms,27m 23s 900ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/yamini981
578th,Hultaj,27m 56s 096ms,27m 24s 005ms,27m 24s 005ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Hultaj
579th,Sweatcicle,27m 28s,27m 28s,27m 28s (in-game time),1.16.1,Easy,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/Sweatcicle
580th,CapKillertje,27m 37s 051ms,27m 28s 015ms,27m 28s 015ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/CapKillertje
581st,Nepciako,27m 29s 414ms,27m 29s 414ms,27m 29s 414ms (in-game time),1.16.1,Normal,F3,Vanilla,6 months ago,,,https://www.speedrun.com/user/Nepciako
582nd,MrPickle,27m 24s 780ms,27m 30s 050ms,27m 30s 050ms (in-game time),1.16.1,Easy,F3,CaffeineMC,4 weeks ago,,,https://www.speedrun.com/user/MrPickle
583rd,Rotislavs,27m 30s 066ms,27m 30s 066ms,27m 30s 066ms (in-game time),1.16.1,Easy,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/Rotislavs
584th,ryguy2k4,27m 43s 740ms,27m 37s 400ms,27m 37s 400ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/ryguy2k4
585th,Dimmy4,27m 40s,27m 40s,27m 40s (in-game time),1.16.1,Easy,F3,CaffeineMC,4 weeks ago,,,https://www.speedrun.com/user/Dimmy4
586th,LaMorra,28m 19s 660ms,27m 42s 250ms,27m 42s 250ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 weeks ago,,,https://www.speedrun.com/user/LaMorra
587th,RemiGuy,28m 03s 750ms,27m 44s,27m 44s (in-game time),1.16.1,Easy,F3,CaffeineMC,3 weeks ago,,,https://www.speedrun.com/user/RemiGuy
588th,wxpu,28m 09s 410ms,27m 44s 150ms,27m 44s 150ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/wxpu
589th,nucket,27m 44s 850ms,27m 44s 850ms,27m 44s 850ms (in-game time),1.16.1,Normal,F3,Vanilla,7 months ago,,,https://www.speedrun.com/user/nucket
590th,HanDerIsak,28m 03s 062ms,27m 45s 050ms,27m 45s 050ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/HanDerIsak
591st,YaLikeJess,27m 50s 050ms,27m 49s,27m 49s (in-game time),1.16.1,Normal,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/YaLikeJess
592nd,Neither7,28m 04s 190ms,27m 49s 950ms,27m 49s 950ms (in-game time),1.16.1,Easy,F3,Vanilla,1 week ago,,,https://www.speedrun.com/user/Neither7
593rd,CheekiiHD,27m 49s 968ms,27m 49s 968ms,27m 49s 968ms (in-game time),1.16.1,Easy,F3,CaffeineMC,5 months ago,,,https://www.speedrun.com/user/CheekiiHD
594th,brankoj123,27m 54s 500ms,27m 50s 100ms,27m 50s 100ms (in-game time),1.16.1,Easy,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/brankoj123
595th,gustav2649,36m 50s 430ms,27m 50s 600ms,27m 50s 600ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/gustav2649
596th,oilboilo,28m 00s 670ms,27m 55s 850ms,27m 55s 850ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/oilboilo
597th,HBomb94,27m 56s,27m 56s,27m 56s (in-game time),1.16.1,Normal,F3,Vanilla,7 months ago,,,https://www.speedrun.com/user/HBomb94
597th,Clarenz,27m 56s,27m 56s,27m 56s (in-game time),1.16.1,Normal,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/Clarenz
599th,pixent,29m 15s 240ms,27m 57s 100ms,27m 57s 100ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 weeks ago,,,https://www.speedrun.com/user/pixent
600th,aeonlamb,28m 38s 440ms,27m 57s 400ms,27m 57s 400ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/aeonlamb
601st,ElRichi,27m 59s 340ms,27m 59s 650ms,27m 59s 650ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/ElRichi
602nd,O_Berry,28m 26s 075ms,28m 00s 030ms,28m 00s 030ms (in-game time),1.16.1,Easy,F3,CaffeineMC,4 weeks ago,,,https://www.speedrun.com/user/O_Berry
603rd,PayMaL,28m 16s 730ms,28m 01s 250ms,28m 01s 250ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/PayMaL
604th,Bruciecookie,28m 10s 230ms,28m 04s 400ms,28m 04s 400ms (in-game time),1.16.1,Easy,F3,CaffeineMC,4 weeks ago,,,https://www.speedrun.com/user/Bruciecookie
605th,iggieo,28m 12s 840ms,28m 04s 600ms,28m 04s 600ms (in-game time),1.16.1,Easy,F3,Vanilla,3 months ago,,,https://www.speedrun.com/user/iggieo
606th,Crackpixel,28m 12s,28m 05s 050ms,28m 05s 050ms (in-game time),1.6.1,Easy,F3,CaffeineMC,4 months ago,,,https://www.speedrun.com/user/Crackpixel
607th,DoctorSurvive,28m 39s,28m 08s 800ms,28m 08s 800ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/DoctorSurvive
608th,FaNim,28m 33s,28m 09s 200ms,28m 09s 200ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/FaNim
609th,RioStorey,28m 18s 860ms,28m 12s 350ms,28m 12s 350ms (in-game time),1.16.1,Normal,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/RioStorey
610th,Zolstice,28m 19s 060ms,28m 13s 650ms,28m 13s 650ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Zolstice
611th,Neo_kk,28m 16s,28m 14s,28m 14s (in-game time),1.16.1,Easy,F3,Vanilla,7 months ago,,,https://www.speedrun.com/user/Neo_kk
612th,FruityDawn,28m 20s 060ms,28m 15s 800ms,28m 15s 800ms (in-game time),1.16.1,Easy,F3,CaffeineMC,4 weeks ago,,,https://www.speedrun.com/user/FruityDawn
613th,Aorean,28m 53s 014ms,28m 16s 025ms,28m 16s 025ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Aorean
614th,tjwills,28m 34s 079ms,28m 16s 070ms,28m 16s 070ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 weeks ago,,,https://www.speedrun.com/user/tjwills
615th,Hishfish,30m 54s 795ms,28m 18s 050ms,28m 18s 050ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/Hishfish
616th,Devgel,28m 41s 900ms,28m 19s 950ms,28m 19s 950ms (in-game time),1.16.1,Easy,F3,Vanilla,2 weeks ago,,,https://www.speedrun.com/user/Devgel
617th,buszz,28m 27s 092ms,28m 20s 095ms,28m 20s 095ms (in-game time),1.16.1,Normal,F3,CaffeineMC,6 months ago,,,https://www.speedrun.com/user/buszz
618th,Tadkheen,41m 32s 180ms,28m 20s 100ms,28m 20s 100ms (in-game time),1.16.1,Easy,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/Tadkheen
619th,Quade,28m 21s 200ms,28m 21s 200ms,28m 21s 200ms (in-game time),1.16.1,Easy,F3,CaffeineMC,4 months ago,,,https://www.speedrun.com/user/Quade
620th,GonikGoroshi,28m 23s,28m 22s,28m 22s (in-game time),1.16.1,Easy,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/GonikGoroshi
621st,Handymail,28m 22s 450ms,28m 22s 450ms,28m 22s 450ms (in-game time),1.16.1,Normal,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/Handymail
622nd,switchwastaken,29m 24s 290ms,28m 23s,28m 23s (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/switchwastaken
623rd,aidenb,28m 46s,28m 24s 200ms,28m 24s 200ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/aidenb
624th,Creeps_Gaming,28m 27s 140ms,28m 24s 400ms,28m 24s 400ms (in-game time),1.16.1,Normal,F3,CaffeineMC,3 weeks ago,,,https://www.speedrun.com/user/Creeps_Gaming
625th,Dannyxv8,28m 42s 760ms,28m 26s 200ms,28m 26s 200ms (in-game time),1.16.1,Normal,F3,CaffeineMC,5 months ago,,,https://www.speedrun.com/user/Dannyxv8
626th,Pesh,28m 40s 120ms,28m 30s 950ms,28m 30s 950ms (in-game time),1.16.1,Easy,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/Pesh
627th,renwis,29m 02s 071ms,28m 31s 090ms,28m 31s 090ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/renwis
628th,Skitek,29m 01s 300ms,28m 31s 450ms,28m 31s 450ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 week ago,,,https://www.speedrun.com/user/Skitek
629th,Kyle,28m 33s,28m 33s,28m 33s (in-game time),1.16.1,Easy,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/Kyle
630th,kayumanis,28m 50s 750ms,28m 33s 900ms,28m 33s 900ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/kayumanis
631st,SweepJT,28m 52s,28m 34s,28m 34s (in-game time),1.16.1,Easy,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/SweepJT
632nd,RealHouston,28m 37s 210ms,28m 34s 100ms,28m 34s 100ms (in-game time),1.16.1,Normal,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/RealHouston
633rd,NumberWheat4787,29m 19s 311ms,28m 34s 150ms,28m 34s 150ms (in-game time),1.16.1,Easy,F3,Vanilla,2 weeks ago,,,https://www.speedrun.com/user/NumberWheat4787
634th,ninja_redstone,28m 35s 030ms,28m 35s 020ms,28m 35s 020ms (in-game time),1.16.1,Normal,F3,Vanilla,5 months ago,,,https://www.speedrun.com/user/ninja_redstone
635th,WildWill279,28m 35s 022ms,28m 35s 022ms,28m 35s 022ms (in-game time),1.16.1,Normal,F3,Vanilla,6 months ago,,,https://www.speedrun.com/user/WildWill279
636th,jiwoo,29m 06s 110ms,28m 35s 250ms,28m 35s 250ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/jiwoo
637th,cReepy_,28m 59s 320ms,28m 35s 700ms,28m 35s 700ms (in-game time),1.16.1,Easy,F3,CaffeineMC,6 days ago,,,https://www.speedrun.com/user/cReepy_
638th,Mikeelager,29m 46s 840ms,28m 36s 950ms,28m 36s 950ms (in-game time),1.16.1,Normal,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/Mikeelager
639th,HulkzteN,28m 38s,28m 37s 400ms,28m 37s 400ms (in-game time),1.16.1,Easy,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/HulkzteN
640th,king_lionel4,28m 54s 028ms,28m 38s 050ms,28m 38s 050ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/king_lionel4
641st,ChrisS97,28m 44s,28m 40s 250ms,28m 40s 250ms (in-game time),1.16.1,Normal,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/ChrisS97
642nd,MashedPotatoes78,28m 49s,28m 42s,28m 42s (in-game time),1.16.1,Easy,F3,CaffeineMC,4 weeks ago,,,https://www.speedrun.com/user/MashedPotatoes78
643rd,ojoojo,28m 47s 010ms,28m 43s 300ms,28m 43s 300ms (in-game time),1.16.1,Normal,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/ojoojo
644th,maSSon4eG-O_o,28m 46s 220ms,28m 46s 220ms,28m 46s 220ms (in-game time),1.16.1,Normal,F3,Vanilla,6 months ago,,,https://www.speedrun.com/user/maSSon4eG-O_o
645th,Koby,28m 47s 240ms,28m 47s 240ms,28m 47s 240ms (in-game time),1.16.1,Easy,F3,Vanilla,3 months ago,,,https://www.speedrun.com/user/Koby
646th,Fedexcool24,28m 50s 967ms,28m 50s 233ms,28m 50s 233ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/Fedexcool24
647th,ypno_ny,28m 52s 010ms,28m 51s 950ms,28m 51s 950ms (in-game time),1.16.1,Easy,F3,CaffeineMC,4 weeks ago,,,https://www.speedrun.com/user/ypno_ny
648th,Tunks,28m 55s 930ms,28m 52s 002ms,28m 52s 002ms (in-game time),1.6.1,Easy,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/Tunks
649th,AxelLarsen,28m 57s 022ms,28m 52s 045ms,28m 52s 045ms (in-game time),1.16.1,Easy,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/AxelLarsen
650th,MaxiM974,29m 25s 210ms,28m 52s 700ms,28m 52s 700ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/MaxiM974
651st,EP2S,29m 02s 056ms,28m 53s 020ms,28m 53s 020ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 week ago,,,https://www.speedrun.com/user/EP2S
652nd,Dayto,28m 53s 270ms,28m 53s 270ms,28m 53s 270ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/Dayto
653rd,Flixae,29m 07s 080ms,28m 55s 300ms,28m 55s 300ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 weeks ago,,,https://www.speedrun.com/user/Flixae
654th,Reparzival,28m 56s,28m 56s,28m 56s (in-game time),1.16.1,Easy,F3,CaffeineMC,6 months ago,,,https://www.speedrun.com/user/Reparzival
655th,eggmasterxd,29m 18s 420ms,28m 56s 950ms,28m 56s 950ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/eggmasterxd
656th,AntiChicken,29m 02s 062ms,28m 57s 075ms,28m 57s 075ms (in-game time),1.16.1,Normal,F3,Vanilla,3 weeks ago,,,https://www.speedrun.com/user/AntiChicken
657th,Bremu,29m 07s 550ms,29m 01s 800ms,29m 01s 800ms (in-game time),1.16.1,Normal,F3,Optifine,7 months ago,,,https://www.speedrun.com/user/Bremu
658th,Pink_Raven,30m 17s 065ms,29m 02s 005ms,29m 02s 005ms (in-game time),1.16.1,Normal,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/Pink_Raven
659th,Relacibo,29m 17s 160ms,29m 06s 400ms,29m 06s 400ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 week ago,,,https://www.speedrun.com/user/Relacibo
660th,Chrilletz,29m 07s,29m 07s,29m 07s (in-game time),1.16.1,Easy,F3,CaffeineMC,7 months ago,,,https://www.speedrun.com/user/Chrilletz
661st,Sympathy,29m 44s 048ms,29m 07s 025ms,29m 07s 025ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 weeks ago,,,https://www.speedrun.com/user/Sympathy
662nd,CoLOLby,29m 39s 390ms,29m 08s 650ms,29m 08s 650ms (in-game time),1.16.1,Easy,F3,CaffeineMC,6 days ago,,,https://www.speedrun.com/user/CoLOLby
663rd,Oskobosko,29m 09s 070ms,29m 08s 900ms,29m 08s 900ms (in-game time),1.16.1,Normal,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/Oskobosko
664th,CaptainDaddy,29m 26s 089ms,29m 09s 055ms,29m 09s 055ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/CaptainDaddy
665th,HockeyLover469,29m 12s 057ms,29m 09s 085ms,29m 09s 085ms (in-game time),1.16.1,Normal,F3,Vanilla,5 months ago,,,https://www.speedrun.com/user/HockeyLover469
666th,Calamity427,29m 20s 420ms,29m 09s 600ms,29m 09s 600ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 week ago,,,https://www.speedrun.com/user/Calamity427
667th,Vaguetti,29m 47s 230ms,29m 10s 500ms,29m 10s 500ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Vaguetti
668th,Vespher,29m 10s 800ms,29m 10s 700ms,29m 10s 700ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 week ago,,,https://www.speedrun.com/user/Vespher
669th,BeefSalad,29m 27s 963ms,29m 11s 200ms,29m 11s 200ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/BeefSalad
670th,HeresJohnny,30m 09s 730ms,29m 12s 050ms,29m 12s 050ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/HeresJohnny
671st,Brockstar,30m 56s 850ms,29m 12s 100ms,29m 12s 100ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 week ago,,,https://www.speedrun.com/user/Brockstar
672nd,Denry,31m 27s 440ms,29m 12s 300ms,29m 12s 300ms (in-game time),1.16.1,Normal,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/Denry
673rd,SergioWott,29m 17s 680ms,29m 15s 001ms,29m 15s 001ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/SergioWott
674th,rediban,29m 15s 790ms,29m 16s 200ms,29m 16s 200ms (in-game time),1.16.1,Normal,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/rediban
675th,ComplicatedCow,29m 30s 990ms,29m 18s 050ms,29m 18s 050ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/ComplicatedCow
